datetime,open,high,low,close,volume
2015-05-19,27943.466796875,28091.095703125,27973.357421875,27979.767578125,1718000397
2015-05-20,27972.890625,28474.087890625,28057.517578125,28365.322265625,1878682274
2015-05-21,28365.080078125,28604.181640625,28317.419921875,28488.390625,1828932345
2015-05-22,28485.607421875,29292.19140625,28435.20703125,29202.283203125,3280864500
2015-05-23,29194.748046875,29284.537109375,29000.955078125,29022.947265625,1774507500
2015-05-24,29035.583984375,29400.326171875,29015.537109375,29290.24609375,1398912480
2015-05-25,29287.0859375,29303.33203125,28760.859375,28844.431640625,1754667435
2015-05-26,28843.701171875,29206.087890625,28893.482421875,29155.783203125,2019618000
2015-05-27,29149.513671875,29361.7734375,29314.67578125,29354.28125,2330325270
2015-05-28,29351.064453125,29487.798828125,29318.814453125,29386.36328125,1711827888
2015-05-29,29382.525390625,29393.34765625,29178.783203125,29425.984375,1837448550
2015-05-30,29425.48828125,29425.61328125,28799.23046875,28960.447265625,1749777246
2015-05-31,28934.384765625,28948.90625,28499.935546875,28596.50390625,1830007284
2015-06-01,28601.845703125,28750.94921875,27602.25,27830.08203125,3257138020
2015-06-02,27826.0859375,28100.490234375,27720.080078125,28008.603515625,2537734360
2015-06-03,28000.29296875,28252.673828125,27798.669921875,28076.13671875,2206623320
2015-06-04,28063.4609375,28241.0546875,27881.279296875,27903.662109375,1832028359
2015-06-05,27882.517578125,28358.984375,27834.884765625,28256.220703125,2268076965
2015-06-06,28262.87890625,28352.5625,28184.24609375,28340.00390625,1398227715
2015-06-07,28337.11328125,28412.228515625,27949.50390625,27991.625,1672657856
2015-06-08,27991.373046875,28547.6171875,27972.98046875,28456.01953125,2911545936
2015-06-09,28462.12109375,28721.439453125,28386.27734375,28479.828125,3525424454
2015-06-10,28473.23828125,28247.1015625,28004.1875,28113.0234375,1954222776
2015-06-11,28119.4140625,28477.291015625,28142.916015625,28389.240234375,1781673440
2015-06-12,28389.240234375,28500.880859375,28306.396484375,28372.87890625,1729363649
2015-06-13,28365.23046875,28702.275390625,28277.638671875,28671.43359375,1641474861
2015-06-14,28676.369140625,28974.431640625,28622.333984375,28791.181640625,1499812152
2015-06-15,28776.263671875,29351.33984375,28787.935546875,29226.326171875,2457352261
2015-06-16,29219.16796875,31062.4453125,29132.732421875,30970.478515625,5136585280
2015-06-17,30961.591796875,31813.8125,30412.673828125,30801.53125,5419143904
2015-06-18,30819.322265625,30926.087890625,29998.326171875,30627.861328125,3810564600
2015-06-19,30632.2890625,30900.2890625,29900.4765625,30000.92578125,2939344045
2015-06-20,29991.603515625,30150.8046875,29512.90234375,30075.251953125,2527583465
2015-06-21,30061.515625,30076.72265625,29666.828125,29949.005859375,1301472493
2015-06-22,29952.07421875,30583.04296875,29992.130859375,30478.56640625,2183254500
2015-06-23,30470.79296875,30571.720703125,30121.74609375,30258.50390625,1871363582
2015-06-24,30256.767578125,30239.642578125,29787.783203125,29787.783203125,2148165865
2015-06-25,29769.205078125,30078.26953125,29769.205078125,30007.52734375,1993889829
2015-06-26,29983.4296875,30188.3125,29940.494140625,30169.115234375,1731856475
2015-06-27,30163.54296875,31128.3359375,30110.041015625,31085.111328125,2537513110
2015-06-28,31080.77734375,31107.65234375,30337.8828125,30526.2578125,1855718384
2015-06-29,30490.70703125,31524.267578125,30565.51953125,31531.46875,4261564114
2015-06-30,31528.037109375,32752.09765625,31350.826171875,32200.01171875,5450937120
2015-07-01,32233.427734375,32494.17578125,31421.8359375,31893.142578125,3333314936
2015-07-02,31884.6328125,32277.41796875,31268.97265625,31425.892578125,2651745776
2015-07-03,31431.67578125,31620.470703125,31186.185546875,31478.060546875,2337350640
2015-07-04,31497.09375,32106.919921875,31215.759765625,32036.798828125,1918185120
2015-07-05,32026.853515625,33476.0078125,31768.48046875,33284.87109375,5405148201
2015-07-06,33186.33203125,33986.96875,32807.76171875,32993.83984375,6028344672
2015-07-07,33108.265625,33271.83203125,32394.25,32618.34375,3535921728
2015-07-08,32590.7734375,33133.22265625,32300.03515625,32729.783203125,4469796774
2015-07-09,32734.859375,33036.95703125,32247.962890625,32762.35546875,4904253028
2015-07-10,32753.59375,36178.72265625,32705.138671875,34967.890625,12321868600
2015-07-11,34966.171875,36638.62890625,34800.47265625,35976.93359375,5045829126
2015-07-12,35980.00390625,38588.72265625,35902.0625,38074.9921875,6908484400
2015-07-13,38070.08984375,38106.67578125,34690.8046875,36094.953125,7669241501
2015-07-14,36092.48046875,36526.76953125,35362.53125,35447.18359375,3542351032
2015-07-15,35518.83203125,36189.734375,35354.1171875,35411.35546875,3405314874
2015-07-16,35437.7421875,36068.83984375,34138.015625,34521.96875,6142769964
2015-07-17,34522.21875,34771.53515625,33722.44921875,34671.29296875,3422989084
2015-07-18,34653.8046875,35050.30078125,34001.74609375,34104.21875,3124711626
2015-07-19,34087.59375,34199.62109375,33807.9609375,33966.4453125,1903376550
2015-07-20,33952.1640625,34671.7578125,33877.06640625,34671.7578125,2822572792
2015-07-21,34659.453125,34888.82421875,34107.890625,34161.91796875,2839967195
2015-07-22,34140.12109375,34458.34765625,33935.4453125,34389.38671875,2405304690
2015-07-23,34404.15234375,34469.078125,34122.61328125,34194.19140625,2295472131
2015-07-24,34188.73828125,35809.51953125,34123.23828125,35685.93359375,4604913726
2015-07-25,35671.8203125,35989.83984375,35404.1875,35737.80078125,2557773738
2015-07-26,35730.74609375,36276.90625,35615.125,36216.96484375,1983836802
2015-07-27,36211.15234375,36694.6875,35482.828125,36195.03125,3771075840
2015-07-28,36196.140625,36529.35546875,36314.03125,36382.34375,3145301352
2015-07-29,36389.390625,36395.81640625,35678.3984375,35885.9921875,3057428592
2015-07-30,35825.64453125,36007.5390625,35629.0,35691.9140625,2683920990
2015-07-31,35688.69140625,35822.25,35072.76953125,35273.828125,2928118072
2015-08-01,35278.2890625,35308.7734375,34463.640625,34895.99609375,2353860400
2015-08-02,34753.2421875,35078.98828125,34391.39453125,35049.7890625,2197907244
2015-08-03,35073.6015625,35401.2578125,34743.2890625,34858.0859375,2661714695
2015-08-04,34857.83984375,35497.23046875,34843.77734375,35444.0390625,2722594149
2015-08-05,35397.93359375,35513.46875,35003.03515625,35167.59765625,2511169280
2015-08-06,35170.59375,35184.6875,34683.44921875,34752.48046875,2344314475
2015-08-07,34772.9375,34838.70703125,34479.421875,34727.25,5277037008
2015-08-08,34746.75390625,34769.859375,32382.787109375,32418.439453125,7270383930
2015-08-09,32433.21875,33164.44140625,32352.728515625,32957.76953125,2957760968
2015-08-10,33006.87890625,33290.8828125,32729.966796875,32960.89453125,2614662622
2015-08-11,32944.9453125,33819.87890625,32940.4453125,33819.87890625,3181272212
2015-08-12,33846.3984375,33885.5546875,32950.01171875,33110.5390625,3333154220
2015-08-13,33086.546875,33087.3125,32707.93359375,32843.62890625,3443245635
2015-08-14,32850.09375,33232.65234375,32546.166015625,33024.0234375,3367436160
2015-08-15,33005.25390625,33146.70703125,32479.091796875,32510.7890625,2401612730
2015-08-16,32549.943359375,32621.29296875,31950.1953125,32147.9296875,3695606120
2015-08-17,32145.814453125,32401.61328125,31972.5,32097.375,2689699118
2015-08-18,32091.15234375,32107.23046875,26254.005859375,26254.005859375,5242268736
2015-08-19,28068.958984375,29512.3125,27591.796875,28090.681640625,7542911264
2015-08-20,28117.32421875,29449.876953125,28105.978515625,29046.8984375,3983380500
2015-08-21,29047.513671875,29062.22265625,28277.279296875,28375.744140625,2827435338
2015-08-22,28387.091796875,28667.103515625,27172.115234375,28109.884765625,2831351859
2015-08-23,28108.17578125,28392.337890625,27523.015625,27770.44921875,2240267286
2015-08-24,27763.51171875,27787.33203125,25015.359375,25023.64453125,7040156816
2015-08-25,24972.8828125,26936.724609375,23720.533203125,26273.962890625,7242735552
2015-08-26,26329.330078125,27589.37890625,26276.943359375,27106.494140625,3817914240
2015-08-27,27132.78125,27672.662109375,27097.080078125,27199.296875,2650772454
2015-08-28,27191.068359375,28522.654296875,26765.18359375,28160.892578125,3813664220
2015-08-29,28179.513671875,28383.1171875,27666.060546875,27964.2265625,2086242250
2015-08-30,27978.22265625,28242.673828125,27534.259765625,27746.421875,2354554254
2015-08-31,27789.236328125,28113.06640625,27385.416015625,27859.78125,2508065770
2015-09-01,27884.001953125,27970.19921875,27245.88671875,27306.083984375,2462851440
2015-09-02,27294.830078125,27699.21484375,27222.294921875,27649.357421875,2262316636
2015-09-03,27654.181640625,27685.76953125,27265.7734375,27286.94921875,2099763020
2015-09-04,27290.79296875,27474.791015625,27214.33203125,27403.16015625,2494315976
